Subject,Predicate,Object
<https://github.com/traitecoevo/APD/0030261>,<http://www.w3.org/2004/02/skos/core#altLabel>,'pollination_system'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030261>,<http://www.w3.org/2000/01/rdf-schema#label>,'Pollination system'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030261>,<http://purl.org/dc/terms/description>,'A classification [NCIT:C25161] based on explicit field studies of pollination [GO:0009856]  in the taxon’s [NCIT:C40098] native range (preferred) or else a combination of a taxon's flower morphology traits [TO:0000499] (that suggest specific [NCIT:C38024] taxa (biotic vectors) or abiotic mechanisms [NCIT:C25343] that most likely pollinate [GO:0009856] a flower [PO:0009046]) and the pollinators actually observed visiting the taxon's flower.'@en
<https://github.com/traitecoevo/APD/0030261>,<http://purl.org/dc/terms/description>,"'For a given taxon, the biotic vectors (including explicit taxa) or abiotic mechanisms that are most likely to pollinate its flowers, based on explicit field studies of pollination in the taxon’s native range (preferred) or else a combination of possible pollinators observed visiting a taxon's flowers and the taxon's flower morphology.'@en"
<https://github.com/traitecoevo/APD/0030261>,<http://www.w3.org/2000/01/rdf-schema#comment>,"'Trait values include both very specific terms and quite general ones, reflecting the variation in detail provided across studies.'@en"
<https://github.com/traitecoevo/APD/0030261>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030261>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000252>
<https://github.com/traitecoevo/APD/0030261>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0012404>
<https://github.com/traitecoevo/APD/0030261>,<http://www.w3.org/2004/02/skos/core#broader>,<NA>
<https://github.com/traitecoevo/APD/0030261>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0030261>,<http://purl.org/dc/terms/modified>,'23/02/2023'^^[xsd:date]
<https://github.com/traitecoevo/APD/0030261>,<http://www.w3.org/2004/02/skos/core#scopeNote>,'applicable to seed plants (gymnosperms and angiosperms)'@en
<https://github.com/traitecoevo/APD/0030261>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0025082>
<https://github.com/traitecoevo/APD/0030261>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0009046>
<https://github.com/traitecoevo/APD/0030261>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001995>
<https://github.com/traitecoevo/APD/0030261>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/NCIT_C25343>
<https://github.com/traitecoevo/APD/0030261>,<http://purl.org/datacite/v4.4/IsReviewedBy>,<https://orcid.org/0000-0002-3767-2690>
<https://github.com/traitecoevo/APD/0030261>,<http://purl.org/dc/terms/references>,<http://jeffollerton.co.uk/2019/09/05/what-exactly-is-a-pollination-system/>
<https://github.com/traitecoevo/APD/0030261>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/GO_0009856>
<https://github.com/traitecoevo/APD/0030261>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/GO_0085030>
<https://github.com/traitecoevo/APD/0030261>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/GO_0044403>
<https://github.com/traitecoevo/APD/0030261>,<http://semanticscience.org/resource/SIO_000147>,<https://github.com/traitecoevo/APD/glossary/40086>
<https://github.com/traitecoevo/APD/0030261>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/GO_0000003>
<https://github.com/traitecoevo/APD/0030261>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ECOCORE_00000022>
<https://github.com/traitecoevo/APD/0030261>,<http://www.w3.org/2004/02/skos/core#closeMatch>,'pollination syndrome [TRY:29] (https://www.try-db.org/de/de.php)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030261>,<http://www.w3.org/2004/02/skos/core#closeMatch>,'self_fertilization_1 [GIFT:3.1.1] (https://gift.uni-goettingen.de)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030310>,<http://www.w3.org/2004/02/skos/core#altLabel>,'vegetative_reproduction_ability'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030310>,<http://www.w3.org/2000/01/rdf-schema#label>,'Vegetative reproduction ability'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030310>,<http://purl.org/dc/terms/description>,'A whole plant [PO:0000003] life history [ECOCORE:00000018] trait which is the ability [NCIT:C78209] of individual [EFO_0000542] plants to reproduce [GO:0000003] through asexual reproduction [GO:0019954] (vegetative reproduction).'@en
<https://github.com/traitecoevo/APD/0030310>,<http://purl.org/dc/terms/description>,"'A binary trait, indicating whether a plant taxon is able to reproduce and spread through the growth and division of vegetative material.'@en"
<https://github.com/traitecoevo/APD/0030310>,<http://www.w3.org/2000/01/rdf-schema#comment>,"'For plants able to reproduce vegetatively, more detailed information about the mechanisms and structures that allow clonal spread is provided in the trait `clonal_spread_mechanism`.'@en"
<https://github.com/traitecoevo/APD/0030310>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030310>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000252>
<https://github.com/traitecoevo/APD/0030310>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0030006>
<https://github.com/traitecoevo/APD/0030310>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0030310>,<http://www.w3.org/2004/02/skos/core#changeNote>,'vegetative_regeneration'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030310>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0000003>
<https://github.com/traitecoevo/APD/0030310>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001995>
<https://github.com/traitecoevo/APD/0030310>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/GO_0000003>
<https://github.com/traitecoevo/APD/0030310>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/GO_0019954>
<https://github.com/traitecoevo/APD/0030310>,<http://semanticscience.org/resource/SIO_000147>,<http://vocabs.lter-europe.net/EnvThes/21064>
<https://github.com/traitecoevo/APD/0030310>,<http://semanticscience.org/resource/SIO_000147>,<http://vocabs.lter-europe.net/EnvThes/21034>
<https://github.com/traitecoevo/APD/0030310>,<http://semanticscience.org/resource/SIO_000147>,<http://vocabs.lter-europe.net/EnvThes/21032>
<https://github.com/traitecoevo/APD/0030310>,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://vocabs.lter-europe.net/EnvThes/21034>
<https://github.com/traitecoevo/APD/0030310>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Plant reproduction type [TOP123] (https://top-thesaurus.org/index)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030310>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Plant vegetative regeneration capacity [TRY:344] (https://www.try-db.org/de/de.php)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030310>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Reproduction_asexual_1 [GIFT:3.5.1] (https://gift.uni-goettingen.de)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030310>,<http://www.w3.org/2004/02/skos/core#closeMatch>,'Clonality [BROT:15] (http://doi.org/10.1038/sdata.2018.135)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030311>,<http://www.w3.org/2004/02/skos/core#altLabel>,'clonal_spread_mechanism'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030311>,<http://www.w3.org/2000/01/rdf-schema#label>,'Clonal spread mechanism'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030311>,<http://purl.org/dc/terms/description>,'A plant structure morphology trait [TO:0000839] which is the mechanism [NCIT:C25343] plants use for clonal growth [EnvThes:21032] (asexual reproduction [GO:0019954]) or for regeneration [GO:0031099] after a disturbance event [EnvThes:20373]'@en
<https://github.com/traitecoevo/APD/0030311>,<http://purl.org/dc/terms/description>,"'Mechanisms and structures (tissues, organs, or other structures) a plant uses to spread vegetatively, including the production of clones.'@en"
<https://github.com/traitecoevo/APD/0030311>,<http://www.w3.org/2000/01/rdf-schema#comment>,"'See `vegetative_reproduction_ability` for a binary description of whether a plant can spread vegetatively. There are two other traits with overlapping trait values, but that are distinct trait concepts: `storage_organ` indicates the plant structures where a plant stores excess carbohydrates; these organs may or may not facilitate clonal spread; `bud_bank_location` indicates the location of meristematic tissue (buds) that allow regeneration following a disturbance or after an annual unfavourable season.'@en"
<https://github.com/traitecoevo/APD/0030311>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030311>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000252>
<https://github.com/traitecoevo/APD/0030311>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0030001>
<https://github.com/traitecoevo/APD/0030311>,<http://www.w3.org/2004/02/skos/core#broader>,<NA>
<https://github.com/traitecoevo/APD/0030311>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0030311>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0000003>
<https://github.com/traitecoevo/APD/0030311>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0000055>
<https://github.com/traitecoevo/APD/0030311>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0009005>
<https://github.com/traitecoevo/APD/0030311>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0009047>
<https://github.com/traitecoevo/APD/0030311>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001995>
<https://github.com/traitecoevo/APD/0030311>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/NCIT_C25343>
<https://github.com/traitecoevo/APD/0030311>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0000141>
<https://github.com/traitecoevo/APD/0030311>,<http://semanticscience.org/resource/SIO_000147>,<http://vocabs.lter-europe.net/EnvThes/21032>
<https://github.com/traitecoevo/APD/0030311>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/GO_0019954>
<https://github.com/traitecoevo/APD/0030311>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/GO_0031099>
<https://github.com/traitecoevo/APD/0030311>,<http://semanticscience.org/resource/SIO_000147>,<http://vocabs.lter-europe.net/EnvThes/21064>
<https://github.com/traitecoevo/APD/0030311>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PO_0009008>
<https://github.com/traitecoevo/APD/0030311>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/GO_0000003>
<https://github.com/traitecoevo/APD/0030311>,<http://semanticscience.org/resource/SIO_000147>,<http://vocabs.lter-europe.net/EnvThes/21034>
<https://github.com/traitecoevo/APD/0030311>,<http://www.w3.org/2004/02/skos/core#relatedMatch>,<http://vocabs.lter-europe.net/EnvThes/21032>
<https://github.com/traitecoevo/APD/0030311>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Plant vegetative reproduction: clonal growth organ [TRY:356] (https://www.try-db.org/de/de.php)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030311>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'reproduction_asexual_2 [GIFT:3.5.2] (https://gift.uni-goettingen.de)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030311>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Clonality [BROT:15] (http://doi.org/10.1038/sdata.2018.135)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030312>,<http://www.w3.org/2004/02/skos/core#altLabel>,'storage_organ'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030312>,<http://www.w3.org/2000/01/rdf-schema#label>,'Storage organ'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030312>,<http://purl.org/dc/terms/description>,"'A plant structure morphology trait [TO:0000839] which is the type [NCIT:C25284] of storage organ [EFO_0000997] a plant has, where a storage organ is a plant part (organ [PO:0009008], tissue [PO:0009007], or other plant structure [PO:0009011]) whose function [NCIT:C25518] is carbohydrate [CHEBI:16646] (energy [PATO:0001021]) storage.'@en"
<https://github.com/traitecoevo/APD/0030312>,<http://purl.org/dc/terms/description>,"'Plant structures  (tissues, organs, or other structures) where a plant stores excess carbohydrates (energy). The stored energy may be used for future growth, including clonal spread and regrowth following an annual unfavourable season, or for regrowth following a disturbance event (including post-fire regeneration). Trait values include both generic terms and quite specific ones to accommodate the variation in detail provided across datasets.'@en"
<https://github.com/traitecoevo/APD/0030312>,<http://www.w3.org/2000/01/rdf-schema#comment>,"'There are two other traits with overlapping trait values, but that are distinct trait concepts: `clonal_spread_mechanism` indicates mechanisms and structures a plant actually uses for vegetative spread; not all energy storage organs also allow vegetative spread; `bud_bank_location` indicates the location of meristematic tissue (buds) that allow regeneration following a disturbance or after an annual unfavourable season. See Pausus, Lamont et al. 2018 (doi.org/10.1111/nph.14982) for detailed descriptions of recolonization ability and level of fire protection provided by each regeneration strategy.'@en"
<https://github.com/traitecoevo/APD/0030312>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030312>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000252>
<https://github.com/traitecoevo/APD/0030312>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0030001>
<https://github.com/traitecoevo/APD/0030312>,<http://www.w3.org/2004/02/skos/core#broader>,<NA>
<https://github.com/traitecoevo/APD/0030312>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0030312>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0000003>
<https://github.com/traitecoevo/APD/0030312>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0009005>
<https://github.com/traitecoevo/APD/0030312>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0009047>
<https://github.com/traitecoevo/APD/0030312>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0000141>
<https://github.com/traitecoevo/APD/0030312>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/NCIT_C25518>
<https://github.com/traitecoevo/APD/0030312>,<http://purl.org/dc/terms/references>,<http://doi.org/10.1111/nph.14982>
<https://github.com/traitecoevo/APD/0030312>,<http://purl.org/dc/terms/references>,<http://doi.org/10.1071/BT20048>
<https://github.com/traitecoevo/APD/0030312>,<http://purl.org/dc/terms/references>,<http://doi.org/10.1038/sdata.2018.135>
<https://github.com/traitecoevo/APD/0030312>,<http://semanticscience.org/resource/SIO_000147>,<http://www.ebi.ac.uk/efo/EFO_0000997>
<https://github.com/traitecoevo/APD/0030312>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PO_0009008>
<https://github.com/traitecoevo/APD/0030312>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_16646>
<https://github.com/traitecoevo/APD/0030312>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PATO_0001021>
<https://github.com/traitecoevo/APD/0030312>,<http://semanticscience.org/resource/SIO_000147>,<http://cerrado.linkeddata.es/ecology/fire#PlantResprout>
<https://github.com/traitecoevo/APD/0030312>,<http://semanticscience.org/resource/SIO_000147>,<http://vocabs.lter-europe.net/EnvThes/21064>
<https://github.com/traitecoevo/APD/0030312>,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://www.ebi.ac.uk/efo/EFO_0000997>
<https://github.com/traitecoevo/APD/0030312>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Plant storage organ [TOP166] (https://top-thesaurus.org/index)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030313>,<http://www.w3.org/2004/02/skos/core#altLabel>,'bud_bank_location'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030313>,<http://www.w3.org/2000/01/rdf-schema#label>,'Bud bank location'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030313>,<http://purl.org/dc/terms/description>,"'The position [PATO:0000140] and distribution [PATO:0000060] of vegetative meristematic tissue [PO:0006079] (buds [PO:0000055]) on a plant [PO:0000003]. These may be buds that allow a plant to regrow following an unfavourable season or buds that survive [EnvThes:21064] a disturbance event [EnvThes:20373]. In particular, they may be meristematic tissue that survives a fire [ENVO:01000786] and allows the plant to resprout [Cerrado:fire#PlantResprout] following the fire.'@en"
<https://github.com/traitecoevo/APD/0030313>,<http://purl.org/dc/terms/description>,"'The location of buds (meristematic tissue) on a plant that allows it to resprout following a fire, annual unfavourable season, or other disturbance event. Trait values include both generic terms and quite specific ones to accommodate the variation in detail provided across datasets.'@en"
<https://github.com/traitecoevo/APD/0030313>,<http://www.w3.org/2000/01/rdf-schema#comment>,"'There are two other traits with overlapping trait values, but that are distinct trait concepts: `clonal_spread_mechanism` indicates mechanisms and structures a plant actually uses for vegetative spread; not all energy storage organs also allow vegetative spread; `storage_organ` indicates the plant structures where a plant stores excess carbohydrates. See Pausus, Lamont et al. 2018 (doi.org/10.1111/nph.14982) for detailed descriptions of recolonization ability and level of fire protection provided by each regeneration strategy.'@en"
<https://github.com/traitecoevo/APD/0030313>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030313>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000252>
<https://github.com/traitecoevo/APD/0030313>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0030006>
<https://github.com/traitecoevo/APD/0030313>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0030313>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0000003>
<https://github.com/traitecoevo/APD/0030313>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0000055>
<https://github.com/traitecoevo/APD/0030313>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0000140>
<https://github.com/traitecoevo/APD/0030313>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0000060>
<https://github.com/traitecoevo/APD/0030313>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/NCIT_C25341>
<https://github.com/traitecoevo/APD/0030313>,<http://purl.org/dc/terms/references>,<http://doi.org/10.1111/nph.14982>
<https://github.com/traitecoevo/APD/0030313>,<http://purl.org/dc/terms/references>,<http://doi.org/10.1071/BT20048>
<https://github.com/traitecoevo/APD/0030313>,<http://purl.org/dc/terms/references>,<http://doi.org/10.1038/sdata.2018.135>
<https://github.com/traitecoevo/APD/0030313>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PO_0006079>
<https://github.com/traitecoevo/APD/0030313>,<http://semanticscience.org/resource/SIO_000147>,<http://vocabs.lter-europe.net/EnvThes/21064>
<https://github.com/traitecoevo/APD/0030313>,<http://semanticscience.org/resource/SIO_000147>,<http://vocabs.lter-europe.net/EnvThes/20373>
<https://github.com/traitecoevo/APD/0030313>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ENVO_01000786>
<https://github.com/traitecoevo/APD/0030313>,<http://semanticscience.org/resource/SIO_000147>,<http://cerrado.linkeddata.es/ecology/fire#PlantResprout>
<https://github.com/traitecoevo/APD/0030313>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/GO_0031099>
<https://github.com/traitecoevo/APD/0030313>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Bud source [BROT:30] (http://doi.org/10.1038/sdata.2018.135)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030314>,<http://www.w3.org/2004/02/skos/core#altLabel>,'sprout_depth'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030314>,<http://www.w3.org/2000/01/rdf-schema#label>,'Sprout depth'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030314>,<http://purl.org/dc/terms/description>,'The depth [PATO:0001595] below the ground [SWEET:realmSoil/Ground] surface or height [PATO:0000119] above the ground surface of vegetative meristematic tissue [PO:0006079] (buds [PO:0000055]) that resprouts [Cerrado:fire#PlantResprout] following a fire [ENVO:01000786].'@en
<https://github.com/traitecoevo/APD/0030314>,<http://purl.org/dc/terms/description>,"'Depth below the soil surface (positive number) or height above ground (negative number) from which buds (meristematic tissue) resprout following a disturbance, such as a fire.'@en"
<https://github.com/traitecoevo/APD/0030314>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030314>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000251>
<https://github.com/traitecoevo/APD/0030314>,<http://terminologies.gfbio.org/terms/ETS/minAllowedValue>,'-100'^^[xsd:double]
<https://github.com/traitecoevo/APD/0030314>,<http://terminologies.gfbio.org/terms/ETS/maxAllowedValue>,'100'^^[xsd:double]
<https://github.com/traitecoevo/APD/0030314>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,'mm'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030314>,<https://w3id.org/uom/UCUM_code>,'mm'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030314>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,<https://w3id.org/uom/mm>
<https://github.com/traitecoevo/APD/0030314>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0030602>
<https://github.com/traitecoevo/APD/0030314>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0030314>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0000003>
<https://github.com/traitecoevo/APD/0030314>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0000055>
<https://github.com/traitecoevo/APD/0030314>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001595>
<https://github.com/traitecoevo/APD/0030314>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0000119>
<https://github.com/traitecoevo/APD/0030314>,<http://purl.org/dc/terms/references>,<https://doi.org/10.1016/j.ppees.2019.125497>
<https://github.com/traitecoevo/APD/0030314>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PO_0006079>
<https://github.com/traitecoevo/APD/0030314>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ENVO_01000786>
<https://github.com/traitecoevo/APD/0030314>,<http://semanticscience.org/resource/SIO_000147>,<http://cerrado.linkeddata.es/ecology/fire#PlantResprout>
<https://github.com/traitecoevo/APD/0030314>,<http://semanticscience.org/resource/SIO_000147>,<http://sweetontology.net/realmSoil/Ground>
<https://github.com/traitecoevo/APD/0030314>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ENVO_00001998>
<https://github.com/traitecoevo/APD/0030314>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/GO_0031099>
<https://github.com/traitecoevo/APD/0030314>,<http://www.w3.org/2004/02/skos/core#closeMatch>,'Budbank height distribution [TRY:153] (https://www.try-db.org/de/de.php)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030315>,<http://www.w3.org/2004/02/skos/core#altLabel>,'regeneration_non_fire_disturbance'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030315>,<http://www.w3.org/2000/01/rdf-schema#label>,"'Plant regeneration, non-fire disturbance'^^[xsd:string]"
<https://github.com/traitecoevo/APD/0030315>,<http://purl.org/dc/terms/description>,"'A whole plant [PO:0000003] life history [ECOCORE:00000018] trait which is the ability [NCIT:C78209] of individual [EFO_0000542] plants to regenerate [GO:0031099] (resprout [Cerrado:fire#PlantResprout]) from meristematic tissue [PO:0006079], buds [PO:0000055]) after a disturbance event [EnvThes:20373] other than a fire [ENVO:01000786].'@en"
<https://github.com/traitecoevo/APD/0030315>,<http://purl.org/dc/terms/description>,'Variable that indicates if a plant is able to regenerate (resprout) from a disturbance other than fire.'@en
<https://github.com/traitecoevo/APD/0030315>,<http://www.w3.org/2000/01/rdf-schema#comment>,"'This trait explicitly refers to regeneration ability following a disturbance event other than fire. See `bud_bank_location`, `clonal_spread_mechanism`, and `fire_response` for other information about a plant's ability to resprout.'@en"
<https://github.com/traitecoevo/APD/0030315>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0030315>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000252>
<https://github.com/traitecoevo/APD/0030315>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0030001>
<https://github.com/traitecoevo/APD/0030315>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0030315>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0000003>
<https://github.com/traitecoevo/APD/0030315>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001995>
<https://github.com/traitecoevo/APD/0030315>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/NCIT_C78209>
<https://github.com/traitecoevo/APD/0030315>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/NCIT_C43414>
<https://github.com/traitecoevo/APD/0030315>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/NCIT_C25201>
<https://github.com/traitecoevo/APD/0030315>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/GO_0031099>
